id,vendor_id,api_id,slug,display_name,display_order,description,capabilities,context_length,price_prompt_micro,price_completion_micro,price_tier,fallback_model_id,is_active,last_synced_at,created_at,updated_at,parameter_count_b,personality_traits,professional_traits,best_for
87,24,openai/gpt-3.5-turbo-16k,gpt-3.5-turbo-16k,GPT-3.5 Turbo 16k,490,"This model offers four times the context length of gpt-3.5-turbo, allowing it to support approximately 20 pages of text in a single request at a higher cost.","[""tools"",""tool_choice""]",16385,3000000,4000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:34.729392+00,,,,
88,24,openai/gpt-4-0314,gpt-4-0314,GPT-4 (older v0314),500,"GPT-4-0314 is the first version of GPT-4 released, with a context length of 8,192 tokens, and was supported until June 14.","[""tools"",""tool_choice""]",8191,30000000,60000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:32.509566+00,,,,
89,24,openai/gpt-4,gpt-4,GPT-4,510,"OpenAI's flagship model, GPT-4 is a large-scale multimodal language model capable of solving difficult problems with greater accuracy than previous models due to its broader general knowledge and advanced reasoning capabilities.","[""tools"",""tool_choice""]",8191,30000000,60000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:29.983177+00,,,,
90,24,openai/gpt-3.5-turbo,gpt-3.5-turbo,GPT-3.5 Turbo,520,GPT-3.5 Turbo is OpenAI's fastest model.,"[""tools"",""tool_choice""]",16385,500000,1500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:27.063276+00,,,,
91,18,mistralai/devstral-2512:free,devstral-2512:free,Devstral 2 2512 (free),0,Devstral 2 is a state-of-the-art open-source model by Mistral AI specializing in agentic coding.,"[""tools"",""tool_choice""]",262144,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:23.643065+00,,,,
92,18,mistralai/devstral-2512,devstral-2512,Devstral 2 2512,10,Devstral 2 is a state-of-the-art open-source model by Mistral AI specializing in agentic coding.,"[""tools"",""tool_choice""]",262144,50000,220000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:55:50.114944+00,,,,
93,18,mistralai/ministral-14b-2512,ministral-14b-2512,Ministral 3 14B 2512,20,"The largest model in the Ministral 3 family, Ministral 3 14B offers frontier capabilities and performance comparable to its larger Mistral Small 3.2 24B counterpart.","[""tools"",""tool_choice""]",262144,200000,200000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:55:52.094467+00,,,,
94,18,mistralai/ministral-8b-2512,ministral-8b-2512,Ministral 3 8B 2512,30,"A balanced model in the Ministral 3 family, Ministral 3 8B is a powerful, efficient tiny language model with vision capabilities.","[""tools"",""tool_choice""]",262144,150000,150000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:55:55.456874+00,,,,
95,18,mistralai/ministral-3b-2512,ministral-3b-2512,Ministral 3 3B 2512,40,"The smallest model in the Ministral 3 family, Ministral 3 3B is a powerful, efficient tiny language model with vision capabilities.","[""tools"",""tool_choice""]",131072,100000,100000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:55:59.034499+00,,,,
96,18,mistralai/mistral-large-2512,mistral-large-2512,Mistral Large 3 2512,50,"Mistral Large 3 2512 is Mistral’s most capable model to date, featuring a sparse mixture-of-experts architecture with 41B active parameters (675B total), and released under the Apache 2.0 license.","[""tools"",""tool_choice""]",262144,500000,1500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:03.010038+00,,,,
97,18,mistralai/voxtral-small-24b-2507,voxtral-small-24b-2507,Voxtral Small 24B 2507,60,"Voxtral Small is an enhancement of Mistral Small 3, incorporating state-of-the-art audio input capabilities while retaining best-in-class text performance.","[""tools"",""tool_choice""]",32000,100000,300000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:07.416742+00,,,,
98,18,mistralai/mistral-medium-3.1,mistral-medium-3.1,Mistral Medium 3.1,70,"Mistral Medium 3.1 is an updated version of Mistral Medium 3, which is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost.","[""tools"",""tool_choice""]",131072,400000,2000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:11.168068+00,,,,
99,18,mistralai/codestral-2508,codestral-2508,Codestral 2508,80,Mistral's cutting-edge language model for coding released end of July 2025.,"[""tools"",""tool_choice""]",256000,300000,900000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:13.652482+00,,,,
100,18,mistralai/devstral-medium,devstral-medium,Devstral Medium,90,Devstral Medium is a high-performance code generation and agentic reasoning model developed jointly by Mistral AI and All Hands AI.,"[""tools"",""tool_choice""]",131072,400000,2000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:56:18.719876+00,,,,
101,18,mistralai/devstral-small,devstral-small,Mistral: Devstral Small 1.1,100,"Devstral Small 1.1 is a 24B parameter open-weight language model for software engineering agents, developed by Mistral AI in collaboration with All Hands AI.","[""tools"",""tool_choice""]",128000,70000,280000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
102,18,mistralai/mistral-small-3.2-24b-instruct,mistral-small-3.2-24b-instruct,Mistral: Mistral Small 3.2 24B,110,"Mistral-Small-3.2-24B-Instruct-2506 is an updated 24B parameter model from Mistral optimized for instruction following, repetition reduction, and improved function calling.","[""tools"",""tool_choice""]",131072,60000,180000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
103,18,mistralai/mistral-medium-3,mistral-medium-3,Mistral: Mistral Medium 3,120,Mistral Medium 3 is a high-performance enterprise-grade language model designed to deliver frontier-level capabilities at significantly reduced operational cost.,"[""tools"",""tool_choice""]",131072,400000,2000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
104,18,mistralai/mistral-small-3.1-24b-instruct:free,mistral-small-3.1-24b-instruct:free,Mistral: Mistral Small 3.1 24B (free),130,"Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501), featuring 24 billion parameters with advanced multimodal capabilities.","[""tools"",""tool_choice""]",128000,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-08 09:32:35.085557+00,,,,
105,18,mistralai/mistral-small-3.1-24b-instruct,mistral-small-3.1-24b-instruct,Mistral: Mistral Small 3.1 24B,140,"Mistral Small 3.1 24B Instruct is an upgraded variant of Mistral Small 3 (2501), featuring 24 billion parameters with advanced multimodal capabilities.","[""tools"",""tool_choice""]",131072,30000,110000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
106,18,mistralai/mistral-saba,mistral-saba,Mistral: Saba,150,"Mistral Saba is a 24B-parameter language model specifically designed for the Middle East and South Asia, delivering accurate and contextually relevant responses while maintaining efficient performance.","[""tools"",""tool_choice""]",32768,200000,600000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
107,18,mistralai/mistral-small-24b-instruct-2501,mistral-small-24b-instruct-2501,Mistral: Mistral Small 3,160,Mistral Small 3 is a 24B-parameter language model optimized for low-latency performance across common AI tasks.,"[""tools"",""tool_choice""]",32768,30000,110000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
108,18,mistralai/mistral-large-2411,mistral-large-2411,Mistral Large 2411,170,"Mistral Large 2 2411 is an update of [Mistral Large 2](/mistralai/mistral-large) released together with [Pixtral Large 2411](/mistralai/pixtral-large-2411)

It provides a significant upgrade on the previous [Mistral Large 24.07](/mistralai/mistral-large-2407), with notable improvements in long context understanding, a new system prompt, and more accurate function calling.","[""tools"",""tool_choice""]",131072,2000000,6000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
109,18,mistralai/mistral-large-2407,mistral-large-2407,Mistral Large 2407,180,"This is Mistral AI's flagship model, Mistral Large 2 (version mistral-large-2407).","[""tools"",""tool_choice""]",131072,2000000,6000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
110,18,mistralai/pixtral-large-2411,pixtral-large-2411,Mistral: Pixtral Large 2411,190,"Pixtral Large is a 124B parameter, open-weight, multimodal model built on top of [Mistral Large 2](/mistralai/mistral-large-2411).","[""tools"",""tool_choice""]",131072,2000000,6000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
111,18,mistralai/ministral-8b,ministral-8b,Mistral: Ministral 8B,200,"Ministral 8B is an 8B parameter model featuring a unique interleaved sliding-window attention pattern for faster, memory-efficient inference.","[""tools"",""tool_choice""]",131072,100000,100000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
112,18,mistralai/ministral-3b,ministral-3b,Mistral: Ministral 3B,210,Ministral 3B is a 3B parameter model optimized for on-device and edge computing.,"[""tools"",""tool_choice""]",131072,40000,40000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
113,18,mistralai/pixtral-12b,pixtral-12b,Mistral: Pixtral 12B,220,"The first multi-modal, text+image-to-text model from Mistral AI.","[""tools"",""tool_choice""]",32768,100000,100000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
114,18,mistralai/mistral-nemo,mistral-nemo,Mistral: Mistral Nemo,230,"A 12B parameter model with a 128k token context length built by Mistral in collaboration with NVIDIA.

The model is multilingual, supporting English, French, German, Spanish, Italian, Portuguese, Chinese, Japanese, Korean, Arabic, and Hindi.

It supports function calling and is released under the Apache 2.0 license.","[""tools"",""tool_choice""]",131072,20000,40000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
115,18,mistralai/mixtral-8x22b-instruct,mixtral-8x22b-instruct,Mistral: Mixtral 8x22B Instruct,240,Mistral's official instruct fine-tuned version of [Mixtral 8x22B](/models/mistralai/mixtral-8x22b).,"[""tools"",""tool_choice""]",65536,2000000,6000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
116,18,mistralai/mistral-large,mistral-large,Mistral Large,250,"This is Mistral AI's flagship model, Mistral Large 2 (version `mistral-large-2407`).","[""tools"",""tool_choice""]",128000,2000000,6000000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
117,18,mistralai/mistral-tiny,mistral-tiny,Mistral Tiny,260,Note: This model is being deprecated.,"[""tools"",""tool_choice""]",32768,250000,250000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
118,21,nex-agi/deepseek-v3.1-nex-n1:free,deepseek-v3.1-nex-n1:free,Nex AGI: DeepSeek V3.1 Nex N1 (free),0,"DeepSeek V3.1 Nex-N1 is the flagship release of the Nex-N1 series — a post-trained model designed to highlight agent autonomy, tool use, and real-world productivity.","[""tools"",""tool_choice""]",131072,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
119,10,essentialai/rnj-1-instruct,rnj-1-instruct,EssentialAI: Rnj 1 Instruct,0,"Rnj-1 is an 8B-parameter, dense, open-weight model family developed by Essential AI and trained from scratch with a focus on programming, math, and scientific reasoning.",[],32768,150000,150000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
120,4,arcee-ai/trinity-mini:free,trinity-mini:free,Arcee AI: Trinity Mini (free),0,Trinity Mini is a 26B-parameter (3B active) sparse mixture-of-experts language model featuring 128 experts with 8 active per token.,"[""tools"",""tool_choice"",""reasoning""]",131072,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
121,4,arcee-ai/trinity-mini,trinity-mini,Arcee AI: Trinity Mini,10,Trinity Mini is a 26B-parameter (3B active) sparse mixture-of-experts language model featuring 128 experts with 8 active per token.,"[""tools"",""tool_choice"",""reasoning""]",131072,45000,150000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
122,9,deepseek/deepseek-v3.2-speciale,deepseek-v3.2-speciale,DeepSeek: DeepSeek V3.2 Speciale,0,DeepSeek-V3.2-Speciale is a high-compute variant of DeepSeek-V3.2 optimized for maximum reasoning and agentic performance.,"[""reasoning""]",163840,270000,410000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
123,9,deepseek/deepseek-v3.2,deepseek-v3.2,DeepSeek: DeepSeek V3.2,10,DeepSeek-V3.2 is a large language model designed to harmonize high computational efficiency with strong reasoning and agentic tool-use performance.,"[""tools"",""tool_choice"",""reasoning""]",163840,250000,380000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
124,9,deepseek/deepseek-v3.2-exp,deepseek-v3.2-exp,DeepSeek: DeepSeek V3.2 Exp,20,DeepSeek-V3.2-Exp is an experimental large language model released by DeepSeek as an intermediate step between V3.1 and future architectures.,"[""tools"",""tool_choice"",""reasoning""]",163840,210000,320000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
125,9,deepseek/deepseek-v3.1-terminus:exacto,deepseek-v3.1-terminus:exacto,DeepSeek: DeepSeek V3.1 Terminus (exacto),30,"DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains the model's original capabilities while addressing issues reported by users, including language consistency and agent capabilities, further optimizing the model's performance in coding and search agents.","[""tools"",""tool_choice"",""reasoning""]",163840,210000,790000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
126,9,deepseek/deepseek-v3.1-terminus,deepseek-v3.1-terminus,DeepSeek: DeepSeek V3.1 Terminus,40,"DeepSeek-V3.1 Terminus is an update to [DeepSeek V3.1](/deepseek/deepseek-chat-v3.1) that maintains the model's original capabilities while addressing issues reported by users, including language consistency and agent capabilities, further optimizing the model's performance in coding and search agents.","[""tools"",""tool_choice"",""reasoning""]",163840,210000,790000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
127,9,deepseek/deepseek-chat-v3.1,deepseek-chat-v3.1,DeepSeek: DeepSeek V3.1,50,"DeepSeek-V3.1 is a large hybrid reasoning model (671B parameters, 37B active) that supports both thinking and non-thinking modes via prompt templates.","[""tools"",""tool_choice"",""reasoning""]",32768,150000,750000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
128,9,deepseek/deepseek-r1-0528,deepseek-r1-0528,DeepSeek: R1 0528,60,"May 28th update to the [original DeepSeek R1](/deepseek/deepseek-r1) Performance on par with [OpenAI o1](/openai/o1), but open-sourced and with fully open reasoning tokens.","[""tools"",""tool_choice"",""reasoning""]",163840,400000,1750000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
129,9,deepseek/deepseek-chat-v3-0324,deepseek-chat-v3-0324,DeepSeek: DeepSeek V3 0324,70,"DeepSeek V3, a 685B-parameter, mixture-of-experts model, is the latest iteration of the flagship chat model family from the DeepSeek team.

It succeeds the [DeepSeek V3](/deepseek/deepseek-chat-v3) model and performs really well on a variety of tasks.","[""tools"",""tool_choice"",""reasoning""]",163840,190000,870000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
130,9,deepseek/deepseek-r1-distill-qwen-32b,deepseek-r1-distill-qwen-32b,DeepSeek: R1 Distill Qwen 32B,80,"DeepSeek R1 Distill Qwen 32B is a distilled large language model based on [Qwen 2.5 32B](https://huggingface.co/Qwen/Qwen2.5-32B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1).","[""reasoning""]",131072,270000,270000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
131,9,deepseek/deepseek-r1-distill-qwen-14b,deepseek-r1-distill-qwen-14b,DeepSeek: R1 Distill Qwen 14B,90,"DeepSeek R1 Distill Qwen 14B is a distilled large language model based on [Qwen 2.5 14B](https://huggingface.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B), using outputs from [DeepSeek R1](/deepseek/deepseek-r1).","[""reasoning""]",32768,150000,150000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
132,9,deepseek/deepseek-r1-distill-llama-70b,deepseek-r1-distill-llama-70b,DeepSeek: R1 Distill Llama 70B,100,"DeepSeek R1 Distill Llama 70B is a distilled large language model based on [Llama-3.3-70B-Instruct](/meta-llama/llama-3.3-70b-instruct), using outputs from [DeepSeek R1](/deepseek/deepseek-r1).","[""tools"",""tool_choice"",""reasoning""]",131072,30000,110000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
133,9,deepseek/deepseek-chat,deepseek-chat,DeepSeek: DeepSeek V3,110,"DeepSeek-V3 is the latest model from the DeepSeek team, building upon the instruction following and coding abilities of the previous versions.","[""tools"",""tool_choice""]",163840,300000,1200000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
134,26,prime-intellect/intellect-3,intellect-3,Prime Intellect: INTELLECT-3,0,INTELLECT-3 is a 106B-parameter Mixture-of-Experts model (12B active) post-trained from GLM-4.5-Air-Base using supervised fine-tuning (SFT) followed by large-scale reinforcement learning (RL).,"[""tools"",""tool_choice"",""reasoning""]",131072,200000,1100000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
135,3,anthropic/claude-opus-4.5,claude-opus-4.5,Anthropic: Claude Opus 4.5,0,"Claude Opus 4.5 is Anthropic’s frontier reasoning model optimized for complex software engineering, agentic workflows, and long-horizon computer use.","[""tools"",""tool_choice"",""reasoning""]",200000,5000000,25000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
136,3,anthropic/claude-sonnet-4.5,claude-sonnet-4.5,Anthropic: Claude Sonnet 4.5,10,"Claude Sonnet 4.5 is Anthropic’s most advanced Sonnet model to date, optimized for real-world agents and coding workflows.","[""tools"",""tool_choice"",""reasoning""]",1000000,3000000,15000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
137,3,anthropic/claude-opus-4.1,claude-opus-4.1,Anthropic: Claude Opus 4.1,20,"Claude Opus 4.1 is an updated version of Anthropic’s flagship model, offering improved performance in coding, reasoning, and agentic tasks.","[""tools"",""tool_choice"",""reasoning""]",200000,15000000,75000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
138,35,x-ai/grok-4.1-fast,grok-4.1-fast,xAI: Grok 4.1 Fast,0,Grok 4.1 Fast is xAI's best agentic tool calling model that shines in real-world use cases like customer support and deep research.,"[""tools"",""tool_choice"",""reasoning""]",2000000,200000,500000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
139,35,x-ai/grok-4-fast,grok-4-fast,xAI: Grok 4 Fast,10,Grok 4 Fast is xAI's latest multimodal model with SOTA cost-efficiency and a 2M token context window.,"[""tools"",""tool_choice"",""reasoning""]",2000000,200000,500000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
140,35,x-ai/grok-code-fast-1,grok-code-fast-1,xAI: Grok Code Fast 1,20,Grok Code Fast 1 is a speedy and economical reasoning model that excels at agentic coding.,"[""tools"",""tool_choice"",""reasoning""]",256000,200000,1500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
141,35,x-ai/grok-4,grok-4,xAI: Grok 4,30,Grok 4 is xAI's latest reasoning model with a 256k context window.,"[""tools"",""tool_choice"",""reasoning""]",256000,3000000,15000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
142,35,x-ai/grok-3-mini,grok-3-mini,xAI: Grok 3 Mini,40,A lightweight model that thinks before responding.,"[""tools"",""tool_choice"",""reasoning""]",131072,300000,500000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
143,35,x-ai/grok-3,grok-3,xAI: Grok 3,50,Grok 3 is the latest model from xAI.,"[""tools"",""tool_choice""]",131072,3000000,15000000,3,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
144,8,deepcogito/cogito-v2.1-671b,cogito-v2.1-671b,Deep Cogito: Cogito v2.1 671B,0,"Cogito v2.1 671B MoE represents one of the strongest open models globally, matching performance of frontier closed and open models.","[""reasoning""]",128000,1250000,1250000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
145,8,deepcogito/cogito-v2-preview-llama-405b,cogito-v2-preview-llama-405b,Deep Cogito: Cogito V2 Preview Llama 405B,10,Cogito v2 405B is a dense hybrid reasoning model that combines direct answering capabilities with advanced self-reflection.,"[""tools"",""tool_choice"",""reasoning""]",32768,3500000,3500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
146,8,deepcogito/cogito-v2-preview-llama-70b,cogito-v2-preview-llama-70b,Deep Cogito: Cogito V2 Preview Llama 70B,20,Cogito v2 70B is a dense hybrid reasoning model that combines direct answering capabilities with advanced self-reflection.,"[""tools"",""tool_choice"",""reasoning""]",32768,880000,880000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
147,14,kwaipilot/kat-coder-pro:free,kat-coder-pro:free,Kwaipilot: KAT-Coder-Pro V1 (free),0,KAT-Coder-Pro V1 is KwaiKAT's most advanced agentic coding model in the KAT-Coder series.,"[""tools"",""tool_choice""]",256000,0,0,0,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
148,14,kwaipilot/kat-coder-pro,kat-coder-pro,Kwaipilot: KAT-Coder-Pro V1,10,KAT-Coder-Pro V1 is KwaiKAT's most advanced agentic coding model in the KAT-Coder series.,"[""tools"",""tool_choice""]",256000,207000,828000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
149,19,moonshotai/kimi-k2-thinking,kimi-k2-thinking,MoonshotAI: Kimi K2 Thinking,0,"Kimi K2 Thinking is Moonshot AI’s most advanced open reasoning model to date, extending the K2 series into agentic, long-horizon reasoning.","[""tools"",""tool_choice"",""reasoning""]",262144,320000,480000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
150,19,moonshotai/kimi-k2-0905,kimi-k2-0905,MoonshotAI: Kimi K2 0905,10,Kimi K2 0905 is the September update of [Kimi K2 0711](moonshotai/kimi-k2).,"[""tools"",""tool_choice""]",262144,390000,1900000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
151,19,moonshotai/kimi-k2-0905:exacto,kimi-k2-0905:exacto,MoonshotAI: Kimi K2 0905 (exacto),20,Kimi K2 0905 is the September update of [Kimi K2 0711](moonshotai/kimi-k2).,"[""tools"",""tool_choice""]",262144,600000,2500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
152,19,moonshotai/kimi-k2,kimi-k2,MoonshotAI: Kimi K2 0711,30,"Kimi K2 Instruct is a large-scale Mixture-of-Experts (MoE) language model developed by Moonshot AI, featuring 1 trillion total parameters with 32 billion active per forward pass.","[""tools"",""tool_choice""]",131072,500000,2400000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
153,19,moonshotai/kimi-dev-72b,kimi-dev-72b,MoonshotAI: Kimi Dev 72B,40,Kimi-Dev-72B is an open-source large language model fine-tuned for software engineering and issue resolution tasks.,"[""reasoning""]",131072,290000,1150000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
154,27,qwen/qwen3-vl-32b-instruct,qwen3-vl-32b-instruct,Qwen: Qwen3 VL 32B Instruct,0,"Qwen3-VL-32B-Instruct is a large-scale multimodal vision-language model designed for high-precision understanding and reasoning across text, images, and video.",[],262144,500000,1500000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
155,27,qwen/qwen3-vl-8b-thinking,qwen3-vl-8b-thinking,Qwen: Qwen3 VL 8B Thinking,10,"Qwen3-VL-8B-Thinking is the reasoning-optimized variant of the Qwen3-VL-8B multimodal model, designed for advanced visual and textual reasoning across complex scenes, documents, and temporal sequences.","[""tools"",""tool_choice"",""reasoning""]",256000,180000,2100000,2,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
156,27,qwen/qwen3-vl-8b-instruct,qwen3-vl-8b-instruct,Qwen: Qwen3 VL 8B Instruct,20,"Qwen3-VL-8B-Instruct is a multimodal vision-language model from the Qwen3-VL series, built for high-fidelity understanding and reasoning across text, images, and video.","[""tools"",""tool_choice""]",131072,80000,500000,1,,true,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,2026-01-07 07:07:05.199715+00,,,,
